Zone,District,Fiscal Month Number,Fiscal Year,Month Name,Diversion Rate-Total (Total Recycling / Total Waste),Capture Rate-Paper (Total Paper / Max Paper),Capture Rate-MGP (Total MGP / Max MGP),Capture Rate-Total ((Total Recycling - Leaves (Recycling)) / (Max Paper + Max MGP))x100
Queens West,QW09,2,2018,August,17.7,37.6,73.1,51.7
Staten Island,SI01,2,2018,August,19.9,38.7,73.5,51.1
Staten Island,SI02,2,2018,August,18.6,43.4,72.9,53.9
Staten Island,SI03,2,2018,August,19.9,46.0,79.3,57.8
Brooklyn North,BKN01,6,2018,December,16.3,51.4,47.4,49.8
Brooklyn North,BKN02,6,2018,December,21.9,38.0,57.8,43.6
Brooklyn North,BKN03,6,2018,December,12.6,37.0,44.3,40.0
Brooklyn North,BKN04,6,2018,December,15.5,36.8,66.4,49.0
Brooklyn North,BKN05,6,2018,December,10.7,26.7,44.5,33.9
Brooklyn North,BKN08,6,2018,December,17.2,49.3,56.9,52.4
Brooklyn North,BKN09,6,2018,December,13.7,33.0,47.8,38.4
Brooklyn North,BKN16,6,2018,December,10.1,24.2,36.2,29.2
Brooklyn North,BKN17,6,2018,December,15.0,30.3,62.6,42.0
Brooklyn South,BKS06,6,2018,December,31.2,49.8,81.9,58.9
Brooklyn South,BKS07,6,2018,December,24.2,46.6,70.9,55.5
Brooklyn South,BKS10,6,2018,December,26.4,59.1,78.6,66.2
Brooklyn South,BKS11,6,2018,December,21.1,47.7,64.1,53.7
Brooklyn South,BKS12,6,2018,December,16.7,50.8,47.7,49.5
Brooklyn South,BKS13,6,2018,December,15.5,45.5,50.5,47.8
Brooklyn South,BKS14,6,2018,December,15.6,33.2,52.0,39.1
Brooklyn South,BKS15,6,2018,December,22.3,51.3,62.4,55.3
Brooklyn South,BKS18,6,2018,December,17.3,34.0,67.7,44.8
Bronx,BX01,6,2018,December,7.2,21.0,25.9,23.2
Bronx,BX02,6,2018,December,13.2,35.3,51.0,42.3
Bronx,BX03,6,2018,December,9.7,29.3,33.8,31.3
Bronx,BX04,6,2018,December,11.4,30.8,43.7,36.6
Bronx,BX05,6,2018,December,11.3,29.7,44.5,36.3
Bronx,BX06,6,2018,December,13.2,35.8,41.6,38.4
Bronx,BX07,6,2018,December,14.3,37.0,57.3,46.1
Bronx,BX08,6,2018,December,21.9,41.6,74.2,51.8
Bronx,BX09,6,2018,December,10.3,25.2,43.2,32.6
Bronx,BX10,6,2018,December,21.9,47.7,66.9,54.7
Bronx,BX11,6,2018,December,17.8,36.1,53.2,42.4
Bronx,BX12,6,2018,December,22.1,36.8,74.4,50.5
Manhattan,MN01,6,2018,December,28.0,46.3,69.5,52.3
Manhattan,MN02,6,2018,December,27.3,41.1,79.7,51.0
Manhattan,MN03,6,2018,December,14.6,45.8,41.4,43.8
Manhattan,MN04,6,2018,December,23.3,34.6,73.1,44.5
Manhattan,MN05,6,2018,December,20.8,32.6,60.4,39.8
Manhattan,MN06,6,2018,December,23.6,35.5,69.3,44.2
Manhattan,MN07,6,2018,December,28.3,44.7,75.1,52.5
Manhattan,MN08,6,2018,December,27.4,44.4,74.3,52.1
Manhattan,MN09,6,2018,December,19.3,58.5,47.6,53.6
Manhattan,MN10,6,2018,December,15.7,44.4,51.5,47.6
Manhattan,MN11,6,2018,December,11.4,42.5,29.8,36.8
Manhattan,MN12,6,2018,December,16.9,49.3,56.1,52.4
Queens East,QE07,6,2018,December,23.0,49.5,62.1,54.1
Queens East,QE08,6,2018,December,21.3,30.3,54.2,37.1
Queens East,QE10,6,2018,December,22.0,38.4,79.1,51.4
Queens East,QE11,6,2018,December,29.3,51.0,73.4,58.2
Queens East,QE12,6,2018,December,15.5,36.1,69.3,50.0
Queens East,QE13,6,2018,December,19.2,32.6,83.3,48.8
Queens East,QE14,6,2018,December,15.5,33.7,43.8,37.4
Queens West,QW01,6,2018,December,21.0,50.0,73.9,58.7
Queens West,QW02,6,2018,December,23.7,52.8,75.5,61.1
Queens West,QW03,6,2018,December,16.1,33.7,64.9,45.0
Queens West,QW04,6,2018,December,16.8,37.7,63.3,47.0
Queens West,QW05,6,2018,December,26.7,50.2,87.6,63.8
Queens West,QW06,6,2018,December,22.7,34.0,70.2,43.3
Queens West,QW09,6,2018,December,26.1,44.5,78.0,56.7
Staten Island,SI01,6,2018,December,22.2,40.4,71.1,50.2
Staten Island,SI02,6,2018,December,21.7,45.4,71.0,53.6
Staten Island,SI03,6,2018,December,23.0,50.3,74.6,58.1
Brooklyn North,BKN01,8,2018,February,15.3,46.9,46.8,46.9
Brooklyn North,BKN02,8,2018,February,19.9,32.4,59.0,39.9
Brooklyn North,BKN03,8,2018,February,12.4,34.7,46.0,39.3
Brooklyn North,BKN04,8,2018,February,15.6,36.2,68.0,49.2
Brooklyn North,BKN05,8,2018,February,10.5,24.9,44.8,33.1
Brooklyn North,BKN08,8,2018,February,17.2,48.0,60.7,53.2
Brooklyn North,BKN09,8,2018,February,13.3,32.2,45.9,37.2
Brooklyn North,BKN16,8,2018,February,9.6,22.9,35.3,28.0
Brooklyn North,BKN17,8,2018,February,14.2,27.7,61.2,39.9
Brooklyn South,BKS06,8,2018,February,29.8,47.1,83.3,57.4
Brooklyn South,BKS07,8,2018,February,23.3,43.6,73.1,54.3
Brooklyn South,BKS10,8,2018,February,24.6,54.2,80.2,63.7
Brooklyn South,BKS11,8,2018,February,20.4,44.6,65.6,52.3
Brooklyn South,BKS12,8,2018,February,15.9,50.4,45.9,48.6
Brooklyn South,BKS13,8,2018,February,15.1,44.4,49.0,46.5
Brooklyn South,BKS14,8,2018,February,15.6,33.4,52.2,39.3
Brooklyn South,BKS15,8,2018,February,20.5,47.4,63.6,53.3
Brooklyn South,BKS18,8,2018,February,16.3,31.9,64.4,42.3
Bronx,BX01,8,2018,February,7.0,20.1,25.2,22.4
Bronx,BX02,8,2018,February,13.1,32.8,53.9,42.3
Bronx,BX03,8,2018,February,9.5,25.7,36.7,30.7
Bronx,BX04,8,2018,February,11.7,29.9,47.2,37.6
Bronx,BX05,8,2018,February,11.1,27.4,45.9,35.7
Bronx,BX06,8,2018,February,14.1,38.6,44.1,41.1
Bronx,BX07,8,2018,February,14.3,35.7,58.4,45.9
Bronx,BX08,8,2018,February,20.6,38.9,77.5,51.0
Bronx,BX09,8,2018,February,9.9,23.2,42.6,31.2
Bronx,BX10,8,2018,February,20.1,41.9,69.4,51.9
Bronx,BX11,8,2018,February,16.5,34.3,55.5,42.0
Bronx,BX12,8,2018,February,20.1,33.6,74.5,48.5
Manhattan,MN01,8,2018,February,26.4,43.3,67.5,49.5
Manhattan,MN02,8,2018,February,25.6,37.5,78.1,47.9
Manhattan,MN03,8,2018,February,14.3,42.5,43.7,43.0
Manhattan,MN04,8,2018,February,22.0,31.4,72.3,42.0
Manhattan,MN05,8,2018,February,20.3,31.4,60.1,38.8
Manhattan,MN06,8,2018,February,23.1,33.3,71.6,43.1
Manhattan,MN07,8,2018,February,27.3,41.7,77.2,50.8
Manhattan,MN08,8,2018,February,26.2,40.7,75.7,49.7
Manhattan,MN09,8,2018,February,18.2,53.6,49.5,51.7
Manhattan,MN10,8,2018,February,14.7,38.2,51.9,44.4
Manhattan,MN11,8,2018,February,10.9,38.4,31.3,35.2
Manhattan,MN12,8,2018,February,16.4,45.4,56.1,50.2
Queens East,QE07,8,2018,February,22.2,48.4,67.8,55.5
Queens East,QE08,8,2018,February,21.9,34.0,66.6,43.3
Queens East,QE10,8,2018,February,21.3,34.2,86.5,50.9
Queens East,QE11,8,2018,February,28.6,52.8,90.1,64.7
Queens East,QE12,8,2018,February,16.9,36.8,79.2,54.5
Queens East,QE13,8,2018,February,20.1,32.0,95.1,52.1
Queens East,QE14,8,2018,February,16.1,33.9,52.1,40.5
Queens West,QW01,8,2018,February,23.2,52.5,86.9,65.0
Queens West,QW02,8,2018,February,22.8,50.5,74.1,59.1
Queens West,QW03,8,2018,February,15.0,30.3,62.2,41.9
Queens West,QW04,8,2018,February,15.6,33.2,61.9,43.6
Queens West,QW05,8,2018,February,24.5,45.4,87.2,60.6
Queens West,QW06,8,2018,February,21.9,31.9,69.8,41.6
Queens West,QW09,8,2018,February,24.5,40.8,78.0,54.3
Staten Island,SI01,8,2018,February,19.4,37.3,71.0,48.1
Staten Island,SI02,8,2018,February,21.2,42.4,74.3,52.6
Staten Island,SI03,8,2018,February,21.6,44.2,78.0,55.0
Brooklyn North,BKN01,7,2018,January,15.9,47.0,47.0,47.0
Brooklyn North,BKN02,7,2018,January,22.0,35.4,59.6,42.3
Brooklyn North,BKN03,7,2018,January,13.2,36.4,47.2,40.8
Brooklyn North,BKN04,7,2018,January,16.3,36.7,69.2,50.0
Brooklyn North,BKN05,7,2018,January,11.4,26.6,47.8,35.3
Brooklyn North,BKN08,7,2018,January,18.5,46.7,61.2,52.6
Brooklyn North,BKN09,7,2018,January,13.7,31.8,47.2,37.4
Brooklyn North,BKN16,7,2018,January,9.8,20.9,37.5,27.7
Brooklyn North,BKN17,7,2018,January,15.9,29.9,68.3,43.9
Brooklyn South,BKS06,7,2018,January,31.7,47.2,85.0,58.0
Brooklyn South,BKS07,7,2018,January,24.5,45.1,75.8,56.3
Brooklyn South,BKS10,7,2018,January,25.9,54.1,84.8,65.3
Brooklyn South,BKS11,7,2018,January,21.3,45.5,69.5,54.3
Brooklyn South,BKS12,7,2018,January,16.3,50.9,47.3,49.4
Brooklyn South,BKS13,7,2018,January,15.3,43.8,48.9,46.1
Brooklyn South,BKS14,7,2018,January,16.6,33.2,56.3,40.4
Brooklyn South,BKS15,7,2018,January,21.8,47.8,67.0,54.8
Brooklyn South,BKS18,7,2018,January,18.1,32.7,70.5,44.8
Bronx,BX01,7,2018,January,8.0,22.3,26.6,24.3
Bronx,BX02,7,2018,January,13.6,29.9,49.4,38.7
Bronx,BX03,7,2018,January,10.7,26.6,39.1,32.2
Bronx,BX04,7,2018,January,13.0,30.3,49.0,38.7
Bronx,BX05,7,2018,January,11.9,27.3,49.0,37.1
Bronx,BX06,7,2018,January,14.3,34.8,44.1,39.0
Bronx,BX07,7,2018,January,15.7,36.7,63.2,48.6
Bronx,BX08,7,2018,January,22.4,40.5,84.7,54.3
Bronx,BX09,7,2018,January,11.0,23.7,45.5,32.7
Bronx,BX10,7,2018,January,21.7,43.3,72.6,53.9
Bronx,BX11,7,2018,January,18.0,35.3,58.0,43.6
Bronx,BX12,7,2018,January,21.3,35.4,79.4,51.4
Manhattan,MN01,7,2018,January,27.5,43.3,70.6,50.3
Manhattan,MN02,7,2018,January,27.9,38.3,82.2,49.6
Manhattan,MN03,7,2018,January,15.5,44.2,45.1,44.6
Manhattan,MN04,7,2018,January,22.6,32.1,71.9,42.4
Manhattan,MN05,7,2018,January,21.3,30.5,61.7,38.6
Manhattan,MN06,7,2018,January,23.9,32.9,73.5,43.3
Manhattan,MN07,7,2018,January,28.4,41.0,80.9,51.3
Manhattan,MN08,7,2018,January,27.9,40.6,79.8,50.7
Manhattan,MN09,7,2018,January,19.0,55.1,48.9,52.3
Manhattan,MN10,7,2018,January,16.7,40.7,55.5,47.4
Manhattan,MN11,7,2018,January,11.7,39.1,30.9,35.4
Manhattan,MN12,7,2018,January,17.3,45.1,58.2,51.0
Queens East,QE07,7,2018,January,23.4,49.2,69.8,56.7
Queens East,QE08,7,2018,January,22.0,32.4,62.6,41.0
Queens East,QE10,7,2018,January,22.9,36.4,88.1,52.9
Queens East,QE11,7,2018,January,30.0,54.0,90.0,65.5
Queens East,QE12,7,2018,January,17.3,38.4,78.3,55.1
Queens East,QE13,7,2018,January,21.2,33.9,95.3,53.5
Queens East,QE14,7,2018,January,16.1,32.4,48.3,38.2
Queens West,QW01,7,2018,January,23.5,50.8,86.1,63.6
Queens West,QW02,7,2018,January,24.0,51.2,76.3,60.3
Queens West,QW03,7,2018,January,16.3,31.0,65.9,43.7
Queens West,QW04,7,2018,January,16.8,34.3,63.5,44.9
Queens West,QW05,7,2018,January,26.0,47.4,88.0,62.1
Queens West,QW06,7,2018,January,23.0,32.0,73.1,42.6
Queens West,QW09,7,2018,January,25.1,42.1,81.1,56.3
Staten Island,SI01,7,2018,January,21.7,37.9,77.1,50.4
Staten Island,SI02,7,2018,January,23.2,43.3,76.6,54.0
Staten Island,SI03,7,2018,January,24.4,47.7,83.1,59.0
Brooklyn North,BKN01,1,2018,July,16.4,48.1,46.9,47.6
Brooklyn North,BKN02,1,2018,July,18.9,32.9,53.3,38.9
Brooklyn North,BKN03,1,2018,July,11.7,32.6,39.6,35.8
Brooklyn North,BKN04,1,2018,July,14.5,33.9,56.4,44.2
Brooklyn North,BKN05,1,2018,July,9.8,23.3,37.8,29.9
Brooklyn North,BKN08,1,2018,July,15.5,45.7,49.5,47.4
Brooklyn North,BKN09,1,2018,July,12.1,32.2,39.8,35.2
Brooklyn North,BKN16,1,2018,July,9.6,22.5,30.8,26.2
Brooklyn North,BKN17,1,2018,July,13.2,28.0,54.6,38.5
Brooklyn South,BKS06,1,2018,July,28.3,45.1,78.3,54.9
Brooklyn South,BKS07,1,2018,July,21.4,48.7,64.4,55.0
Brooklyn South,BKS10,1,2018,July,24.0,55.0,70.4,61.2
Brooklyn South,BKS11,1,2018,July,20.9,48.4,58.7,52.5
Brooklyn South,BKS12,1,2018,July,15.7,48.8,40.0,44.8
Brooklyn South,BKS13,1,2018,July,14.4,39.6,46.9,42.7
Brooklyn South,BKS14,1,2018,July,13.7,31.9,49.8,37.7
Brooklyn South,BKS15,1,2018,July,20.4,48.7,57.3,52.1
Brooklyn South,BKS18,1,2018,July,15.0,33.2,63.0,43.8
Bronx,BX01,1,2018,July,6.7,17.6,26.3,21.3
Bronx,BX02,1,2018,July,12.7,29.0,55.8,40.5
Bronx,BX03,1,2018,July,8.9,22.9,35.7,28.4
Bronx,BX04,1,2018,July,11.3,26.8,48.5,36.1
Bronx,BX05,1,2018,July,11.4,25.2,51.4,36.4
Bronx,BX06,1,2018,July,12.2,33.2,46.7,39.0
Bronx,BX07,1,2018,July,14.2,32.5,63.0,45.6
Bronx,BX08,1,2018,July,20.0,40.4,80.0,53.2
Bronx,BX09,1,2018,July,10.0,22.8,39.6,30.5
Bronx,BX10,1,2018,July,18.9,42.6,67.7,52.6
Bronx,BX11,1,2018,July,13.9,33.3,51.5,40.5
Bronx,BX12,1,2018,July,16.5,32.6,71.5,48.1
Manhattan,MN01,1,2018,July,25.1,42.2,61.9,47.5
Manhattan,MN02,1,2018,July,23.6,36.2,72.2,45.9
Manhattan,MN03,1,2018,July,13.0,38.1,45.3,41.2
Manhattan,MN04,1,2018,July,21.0,30.1,69.9,40.9
Manhattan,MN05,1,2018,July,17.8,27.8,53.0,34.6
Manhattan,MN06,1,2018,July,21.5,31.5,67.3,41.1
Manhattan,MN07,1,2018,July,25.2,39.7,71.7,48.3
Manhattan,MN08,1,2018,July,24.8,39.4,70.1,47.6
Manhattan,MN09,1,2018,July,16.7,52.4,49.8,51.3
Manhattan,MN10,1,2018,July,14.1,35.0,57.0,44.4
Manhattan,MN11,1,2018,July,11.0,38.0,31.2,35.1
Manhattan,MN12,1,2018,July,15.0,41.4,57.0,48.1
Queens East,QE07,1,2018,July,17.3,45.4,57.8,50.3
Queens East,QE08,1,2018,July,16.1,28.4,51.2,35.1
Queens East,QE10,1,2018,July,20.0,36.7,79.7,52.0
Queens East,QE11,1,2018,July,26.3,54.4,77.5,62.6
Queens East,QE12,1,2018,July,13.9,34.0,58.4,45.7
Queens East,QE13,1,2018,July,17.5,32.1,84.9,50.8
Queens East,QE14,1,2018,July,11.7,29.3,41.6,34.2
Queens West,QW01,1,2018,July,19.3,48.6,67.7,56.2
Queens West,QW02,1,2018,July,19.5,49.8,67.1,56.7
Queens West,QW03,1,2018,July,14.2,31.2,56.5,41.3
Queens West,QW04,1,2018,July,14.9,34.6,57.0,43.5
Queens West,QW05,1,2018,July,23.7,44.7,84.5,60.5
Queens West,QW06,1,2018,July,20.5,30.5,65.6,39.9
Queens West,QW09,1,2018,July,18.1,40.1,71.7,52.7
Staten Island,SI01,1,2018,July,20.3,39.6,78.2,53.3
Staten Island,SI02,1,2018,July,19.6,45.2,78.3,56.9
Staten Island,SI03,1,2018,July,20.4,45.6,84.1,59.2
Brooklyn North,BKN01,12,2018,June,16.1,47.1,49.5,48.1
Brooklyn North,BKN02,12,2018,June,20.7,37.7,58.8,43.9
Brooklyn North,BKN03,12,2018,June,12.5,34.6,46.1,39.3
Brooklyn North,BKN04,12,2018,June,15.8,37.2,67.5,49.5
Brooklyn North,BKN05,12,2018,June,10.3,24.8,43.0,32.2
Brooklyn North,BKN08,12,2018,June,16.8,46.7,58.8,51.6
Brooklyn North,BKN09,12,2018,June,12.3,34.2,43.3,37.7
Brooklyn North,BKN16,12,2018,June,9.4,22.0,33.2,26.6
Brooklyn North,BKN17,12,2018,June,13.7,30.9,59.4,41.7
Brooklyn South,BKS06,12,2018,June,29.0,49.5,80.4,58.6
Brooklyn South,BKS07,12,2018,June,22.0,49.8,68.7,57.0
Brooklyn South,BKS10,12,2018,June,24.1,57.6,77.4,65.1
Brooklyn South,BKS11,12,2018,June,19.1,48.1,62.7,53.6
Brooklyn South,BKS12,12,2018,June,15.6,47.2,44.0,45.9
Brooklyn South,BKS13,12,2018,June,14.6,43.0,49.6,45.9
Brooklyn South,BKS14,12,2018,June,15.2,39.9,53.8,44.7
Brooklyn South,BKS15,12,2018,June,19.4,50.3,61.4,54.5
Brooklyn South,BKS18,12,2018,June,14.9,40.3,70.3,51.0
Bronx,BX01,12,2018,June,7.4,21.5,28.4,24.5
Bronx,BX02,12,2018,June,13.4,36.4,56.4,45.1
Bronx,BX03,12,2018,June,9.3,27.3,36.7,31.4
Bronx,BX04,12,2018,June,12.1,31.2,51.8,40.2
Bronx,BX05,12,2018,June,11.6,28.6,51.5,38.6
Bronx,BX06,12,2018,June,13.3,36.8,44.8,40.3
Bronx,BX07,12,2018,June,14.8,36.9,66.5,49.8
Bronx,BX08,12,2018,June,21.4,47.9,80.7,59.2
Bronx,BX09,12,2018,June,10.2,23.7,44.1,32.0
Bronx,BX10,12,2018,June,21.1,40.6,78.1,54.8
Bronx,BX11,12,2018,June,17.2,36.3,58.6,44.8
Bronx,BX12,12,2018,June,21.6,35.8,78.5,52.0
Manhattan,MN01,12,2018,June,27.6,46.8,75.6,53.7
Manhattan,MN02,12,2018,June,26.7,41.5,86.0,52.3
Manhattan,MN03,12,2018,June,14.5,45.1,44.0,44.6
Manhattan,MN04,12,2018,June,23.2,35.4,77.3,45.5
Manhattan,MN05,12,2018,June,20.2,33.6,60.8,40.1
Manhattan,MN06,12,2018,June,22.6,34.6,72.8,43.8
Manhattan,MN07,12,2018,June,27.6,44.2,82.9,53.5
Manhattan,MN08,12,2018,June,26.4,43.2,79.9,52.1
Manhattan,MN09,12,2018,June,18.2,59.8,50.2,55.6
Manhattan,MN10,12,2018,June,14.9,41.3,55.2,47.4
Manhattan,MN11,12,2018,June,11.4,43.6,31.8,38.4
Manhattan,MN12,12,2018,June,16.1,46.1,56.6,50.7
Queens East,QE07,12,2018,June,20.9,49.1,65.3,55.3
Queens East,QE08,12,2018,June,16.9,28.9,52.5,35.8
Queens East,QE10,12,2018,June,19.4,42.1,93.6,60.4
Queens East,QE11,12,2018,June,25.5,63.3,91.3,73.3
Queens East,QE12,12,2018,June,13.7,36.3,65.8,49.8
Queens East,QE13,12,2018,June,22.9,38.4,96.9,59.2
Queens East,QE14,12,2018,June,13.9,32.2,45.3,37.2
Queens West,QW01,12,2018,June,19.7,51.7,74.1,60.2
Queens West,QW02,12,2018,June,21.2,51.8,70.3,58.8
Queens West,QW03,12,2018,June,14.3,32.0,62.5,43.6
Queens West,QW04,12,2018,June,15.3,37.3,61.8,46.6
Queens West,QW05,12,2018,June,23.4,47.7,86.2,62.3
Queens West,QW06,12,2018,June,20.4,30.1,73.2,40.5
Queens West,QW09,12,2018,June,22.3,42.7,78.9,56.4
Staten Island,SI01,12,2018,June,20.7,47.8,82.8,60.2
Staten Island,SI02,12,2018,June,19.1,51.0,84.8,63.0
Staten Island,SI03,12,2018,June,19.7,53.3,89.6,66.2
Brooklyn North,BKN01,9,2018,March,14.3,44.7,43.1,44.1
Brooklyn North,BKN02,9,2018,March,20.5,33.7,58.3,40.7
Brooklyn North,BKN03,9,2018,March,11.9,34.8,41.6,37.6
Brooklyn North,BKN04,9,2018,March,15.5,36.2,67.2,48.9
Brooklyn North,BKN05,9,2018,March,10.3,25.1,43.6,32.7
Brooklyn North,BKN08,9,2018,March,16.8,46.3,58.7,51.4
Brooklyn North,BKN09,9,2018,March,13.1,32.4,43.9,36.6
Brooklyn North,BKN16,9,2018,March,9.1,22.3,32.7,26.6
Brooklyn North,BKN17,9,2018,March,13.9,27.5,59.1,39.0
Brooklyn South,BKS06,9,2018,March,29.7,46.1,82.0,56.3
Brooklyn South,BKS07,9,2018,March,23.3,42.1,70.3,52.3
Brooklyn South,BKS10,9,2018,March,24.2,52.4,79.0,62.1
Brooklyn South,BKS11,9,2018,March,19.8,43.8,63.9,51.1
Brooklyn South,BKS12,9,2018,March,15.5,48.5,47.0,47.9
Brooklyn South,BKS13,9,2018,March,14.5,42.3,47.3,44.6
Brooklyn South,BKS14,9,2018,March,16.1,34.5,53.6,40.5
Brooklyn South,BKS15,9,2018,March,20.1,46.5,62.6,52.3
Brooklyn South,BKS18,9,2018,March,15.9,30.9,62.8,41.1
Bronx,BX01,9,2018,March,7.1,20.9,24.6,22.6
Bronx,BX02,9,2018,March,12.9,33.6,51.2,41.5
Bronx,BX03,9,2018,March,9.9,27.7,36.6,31.7
Bronx,BX04,9,2018,March,11.9,29.9,48.0,38.0
Bronx,BX05,9,2018,March,11.3,27.3,47.0,36.2
Bronx,BX06,9,2018,March,14.1,36.8,43.5,39.8
Bronx,BX07,9,2018,March,14.3,35.4,59.2,46.1
Bronx,BX08,9,2018,March,20.9,38.9,79.6,51.6
Bronx,BX09,9,2018,March,10.0,24.0,42.9,31.7
Bronx,BX10,9,2018,March,19.6,40.7,67.3,50.4
Bronx,BX11,9,2018,March,16.3,33.1,55.7,41.3
Bronx,BX12,9,2018,March,20.0,33.4,74.4,48.3
Manhattan,MN01,9,2018,March,27.0,44.3,69.1,50.7
Manhattan,MN02,9,2018,March,26.3,38.4,79.2,48.9
Manhattan,MN03,9,2018,March,14.8,43.9,42.1,43.1
Manhattan,MN04,9,2018,March,22.9,33.2,71.9,43.1
Manhattan,MN05,9,2018,March,20.3,32.2,58.2,38.9
Manhattan,MN06,9,2018,March,23.3,34.5,69.4,43.5
Manhattan,MN07,9,2018,March,27.3,42.0,74.9,50.5
Manhattan,MN08,9,2018,March,26.7,42.5,74.6,50.8
Manhattan,MN09,9,2018,March,18.3,54.8,47.5,51.5
Manhattan,MN10,9,2018,March,15.0,38.8,51.4,44.5
Manhattan,MN11,9,2018,March,10.9,39.7,29.6,35.2
Manhattan,MN12,9,2018,March,16.5,44.8,55.6,49.7
Queens East,QE07,9,2018,March,21.6,46.8,65.7,53.7
Queens East,QE08,9,2018,March,17.6,28.2,52.7,35.1
Queens East,QE10,9,2018,March,20.5,34.6,81.2,49.5
Queens East,QE11,9,2018,March,26.4,49.9,82.2,60.3
Queens East,QE12,9,2018,March,14.7,33.7,66.4,47.4
Queens East,QE13,9,2018,March,18.6,31.7,83.3,48.1
Queens East,QE14,9,2018,March,13.4,31.0,39.2,34.0
Queens West,QW01,9,2018,March,19.9,45.6,73.8,55.8
Queens West,QW02,9,2018,March,22.1,49.1,71.6,57.3
Queens West,QW03,9,2018,March,15.0,30.9,61.5,42.0
Queens West,QW04,9,2018,March,15.5,32.2,62.9,43.4
Queens West,QW05,9,2018,March,24.7,46.1,86.0,60.7
Queens West,QW06,9,2018,March,21.6,31.1,70.5,41.3
Queens West,QW09,9,2018,March,23.2,40.4,75.4,53.1
Staten Island,SI01,9,2018,March,19.3,37.3,68.3,47.2
Staten Island,SI02,9,2018,March,20.2,42.2,66.5,50.0
Staten Island,SI03,9,2018,March,21.3,45.2,73.1,54.1
Brooklyn North,BKN01,11,2018,May,15.4,45.9,46.3,46.1
Brooklyn North,BKN02,11,2018,May,19.8,34.1,56.8,40.8
Brooklyn North,BKN03,11,2018,May,11.8,32.7,43.6,37.1
Brooklyn North,BKN04,11,2018,May,14.4,31.8,64.8,45.2
Brooklyn North,BKN05,11,2018,May,9.4,21.9,40.4,29.4
Brooklyn North,BKN08,11,2018,May,15.4,41.8,54.2,46.8
Brooklyn North,BKN09,11,2018,May,12.5,33.9,44.9,38.1
Brooklyn North,BKN16,11,2018,May,9.2,20.6,34.2,26.2
Brooklyn North,BKN17,11,2018,May,12.8,27.3,58.1,39.0
Brooklyn South,BKS06,11,2018,May,28.2,46.2,78.9,55.9
Brooklyn South,BKS07,11,2018,May,22.1,44.8,67.5,53.4
Brooklyn South,BKS10,11,2018,May,23.0,52.5,76.9,61.8
Brooklyn South,BKS11,11,2018,May,18.3,44.6,61.9,51.2
Brooklyn South,BKS12,11,2018,May,14.9,44.8,43.7,44.3
Brooklyn South,BKS13,11,2018,May,14.1,40.6,48.7,44.1
Brooklyn South,BKS14,11,2018,May,13.8,35.4,49.1,40.1
Brooklyn South,BKS15,11,2018,May,18.7,46.8,60.7,52.1
Brooklyn South,BKS18,11,2018,May,14.3,37.7,69.3,48.9
Bronx,BX01,11,2018,May,6.7,19.2,25.7,22.0
Bronx,BX02,11,2018,May,13.0,33.4,56.9,43.7
Bronx,BX03,11,2018,May,9.1,25.6,36.9,30.5
Bronx,BX04,11,2018,May,11.0,28.1,46.9,36.3
Bronx,BX05,11,2018,May,10.8,25.9,48.6,35.8
Bronx,BX06,11,2018,May,14.1,36.0,46.3,40.5
Bronx,BX07,11,2018,May,13.7,33.4,61.9,45.9
Bronx,BX08,11,2018,May,20.4,44.1,79.1,56.1
Bronx,BX09,11,2018,May,9.4,21.4,41.4,29.5
Bronx,BX10,11,2018,May,20.1,39.1,71.5,51.4
Bronx,BX11,11,2018,May,16.5,33.9,55.7,42.2
Bronx,BX12,11,2018,May,20.3,32.9,74.8,48.8
Manhattan,MN01,11,2018,May,27.1,45.9,75.0,52.9
Manhattan,MN02,11,2018,May,24.8,37.4,80.8,47.9
Manhattan,MN03,11,2018,May,14.7,43.0,45.0,43.9
Manhattan,MN04,11,2018,May,22.4,33.8,76.3,44.1
Manhattan,MN05,11,2018,May,19.4,31.8,59.5,38.5
Manhattan,MN06,11,2018,May,22.8,34.2,75.1,44.1
Manhattan,MN07,11,2018,May,26.5,41.9,79.2,50.9
Manhattan,MN08,11,2018,May,25.8,42.2,78.4,50.9
Manhattan,MN09,11,2018,May,18.7,58.9,50.1,55.0
Manhattan,MN10,11,2018,May,14.6,38.8,53.3,45.1
Manhattan,MN11,11,2018,May,11.2,42.2,31.8,37.7
Manhattan,MN12,11,2018,May,16.2,44.3,58.0,50.3
Queens East,QE07,11,2018,May,20.6,46.6,63.2,52.9
Queens East,QE08,11,2018,May,16.3,28.2,50.5,34.8
Queens East,QE10,11,2018,May,18.0,39.6,86.1,56.1
Queens East,QE11,11,2018,May,24.4,58.6,87.2,68.8
Queens East,QE12,11,2018,May,13.1,34.0,63.9,47.7
Queens East,QE13,11,2018,May,23.1,37.4,91.5,56.6
Queens East,QE14,11,2018,May,13.5,31.4,41.7,35.3
Queens West,QW01,11,2018,May,18.4,47.0,70.9,56.1
Queens West,QW02,11,2018,May,20.6,50.1,68.6,57.2
Queens West,QW03,11,2018,May,13.8,30.9,60.1,42.0
Queens West,QW04,11,2018,May,14.5,34.1,60.9,44.3
Queens West,QW05,11,2018,May,22.6,44.7,83.0,59.2
Queens West,QW06,11,2018,May,19.8,28.7,73.1,39.4
